DiaChi,chieuDai,chieuNgang,dienTich,dienTichSuDung,Gia/m2,Phongngu,SoTang,PhongTam,Loai,GiayTo,dacDiem,huongCuaChinh,TinhTrangNoiThat,Gia
"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",27 m,4 m,111 m²,111 m²,"- 76,58 triệu/m²",1 phòng,1.0,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Bàn giao thô,"8,5 tỷ"
"Đường Đoàn Nguyễn Tuấn, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",17 m,5 m,85 m²,255 m²,- 10 triệu/m²,2 phòng,,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất đầy đủ,850 triệu
"Lạc Long Quân, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",6.7 m,3 m,20 m²,20 m²,"- 132,50 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"2,65 tỷ"
"An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh",10 m,3.7 m,40 m²,150 m²,- 230 triệu/m²,5 phòng,5.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hiện trạng khác,Hẻm xe hơi",,,"9,2 tỷ"
Nguyễn Sơn,22 m,4 m,87 m²,87 m²,"- 74,71 triệu/m²",3 phòng,,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"6,5 tỷ"
"Đường Đỗ Xuân Hợp, Phường Phước Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",9 m,4 m,36 m²,,- 250 triệu/m²,3 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,9 tỷ
Khuông Việt,18 m,4 m,73 m²,73 m²,"- 119,18 triệu/m²",8 phòng,,Nhiều hơn 6 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"8,7 tỷ"
"C3/27, Đường Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",17 m,4 m,68 m²,,"- 41,91 triệu/m²",3 phòng,1.0,2 phòng,"Nhà ngõ, hẻm",Đang chờ sổ,Hẻm xe hơi,Tây Bắc,,"2,85 tỷ"
"Đường Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",19 m,6 m,114 m²,504 m²,"- 464,91 triệu/m²",5 phòng,3.0,6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất đầy đủ,53 tỷ
"Đường Lạc Long Quân, Phường 9, Quận Tân Bình, Tp Hồ Chí Minh",,,65 m²,,"- 116,92 triệu/m²",3 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,"7,6 tỷ"
"Đường Kha Vạn Cân, Phường Linh Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,4.8 m,70.2 m²,,"- 78,35 triệu/m²",2 phòng,,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"5,5 tỷ"
"Đường Bình Long, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",8 m,3 m,23 m²,23 m²,"- 119,57 triệu/m²",2 phòng,3.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,,Nội thất cao cấp,"2,75 tỷ"
"Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4.2 m,58 m²,,"- 89,66 triệu/m²",3 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,"5,2 tỷ"
"Đường Nguyễn Tri Phương, Phường 4, Quận 10, Tp Hồ Chí Minh",,,48 m²,,"- 114,58 triệu/m²",3 phòng,,,Nhà phố liền kề,Đã có sổ,,,,"5,5 tỷ"
"Đường Tân Kỳ Tân Quý, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",9 m,8.5 m,80 m²,,"- 57,50 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,6 tỷ"
"Trần Bá Giao, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",20 m,5.5 m,96 m²,110 m²,"- 134,38 triệu/m²",4 phòng,,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"12,9 tỷ"
"Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,,80 m²,,"- 87,44 triệu/m²",2 phòng,,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"6,995 tỷ"
"Cư Xá Phú Lâm B, Phường 13, Quận 6, Tp Hồ Chí Minh",6 m,3.4 m,20 m²,,"- 137,50 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"2,75 tỷ"
"Cư Xá Phú Lâm B, Phường 13, Quận 6, Tp Hồ Chí Minh",6 m,3.4 m,20 m²,,"- 137,50 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"2,75 tỷ"
"hẻm 1041, Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",12 m,5 m,60 m²,120 m²,"- 88,33 triệu/m²",3 phòng,2.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Đông,Hoàn thiện cơ bản,"5,3 tỷ"
"379/12/16, thống nhất, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",11 m,4 m,44 m²,,"- 77,27 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"3,4 tỷ"
"Đường Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",15 m,3 m,50 m²,100 m²,- 127 triệu/m²,3 phòng,2.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,"6,35 tỷ"
"Đường Lê Cơ, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",18 m,4.5 m,81 m²,,"- 80,25 triệu/m²",5 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"6,5 tỷ"
"Đường Số 38, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",23 m,4 m,92.4 m²,92.4 m²,"- 84,42 triệu/m²",5 phòng,,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"7,8 tỷ"
"Đường Trường Chinh, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",12 m,5 m,60 m²,,"- 108,33 triệu/m²",3 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hiện trạng khác,,,"6,5 tỷ"
,,,,,,,,,,,,,,
"Đường số 8, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",14 m,4 m,54 m²,54 m²,"- 88,89 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"4,8 tỷ"
,,,,,,,,,,,,,,
"Bình Chiểu, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",28 m,4 m,112 m²,,"- 80,36 triệu/m²",3 phòng,1.0,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,Đông Nam,Nội thất đầy đủ,9 tỷ
"Nguyễn Thị Tần, Phường 1, Quận 8, Tp Hồ Chí Minh",3 m,5 m,15 m²,,"- 105,33 triệu/m²",3 phòng,3.0,,"Nhà ngõ, hẻm",Đã có sổ,,Đông,,"1,58 tỷ"
"Đường Phan Huy Ích, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",13 m,4 m,52 m²,52 m²,"- 148,06 triệu/m²",5 phòng,3.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Nam,Nội thất cao cấp,"7,699 tỷ"
"Đường Cư Xá Phú Lâm A, Phường 12, Quận 6, Tp Hồ Chí Minh",18 m,4 m,72 m²,189 m²,"- 98,61 triệu/m²",5 phòng,4.0,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"7,1 tỷ"
"Đường Nguyễn Văn Luông, Phường 11, Quận 6, Tp Hồ Chí Minh",14 m,4 m,60 m²,260 m²,- 265 triệu/m²,5 phòng,5.0,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Nhà nở hậu,,Nội thất cao cấp,"15,9 tỷ"
"Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",14.5 m,4.5 m,65 m²,,"- 84,46 triệu/m²",2 phòng,1.0,2 phòng,Nhà phố liền kề,Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"5,49 tỷ"
"Hẻm 163 Tô Hiến Thành, Phường 13, Quận 10, Tp Hồ Chí Minh",7.6 m,5.75 m,40.96 m²,246 m²,"- 219,73 triệu/m²",6 phòng,6.0,6 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Đông Nam,Nội thất đầy đủ,9 tỷ
"Đường Thạch Thị Thanh, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",,,100 m²,,- 130 triệu/m²,1 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,13 tỷ
,,,,,,,,,,,,,,
"Bình Phú 2, Phường 10, Quận 6, Tp Hồ Chí Minh",17 m,4 m,68 m²,231 m²,"- 147,06 triệu/m²",5 phòng,,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,10 tỷ
"Đường Quang Trung, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",21 m,5.3 m,110 m²,440 m²,"- 95,45 triệu/m²",4 phòng,4.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,"10,5 tỷ"
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",,,60 m²,,"- 113,33 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"6,8 tỷ"
"Đường Cao Văn Lầu, Phường 3, Quận 6, Tp Hồ Chí Minh",8.2 m,4 m,60 m²,32 m²,"- 68,33 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"4,1 tỷ"
,,,,,,,,,,,,,,
"Đường Bến Mễ Cốc, Phường 15, Quận 8, Tp Hồ Chí Minh",9 m,3.5 m,27 m²,52 m²,"- 88,89 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,,Hoàn thiện cơ bản,"2,4 tỷ"
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",13 m,3.3 m,43 m²,,"- 76,51 triệu/m²",4 phòng,3.0,3 phòng,Nhà phố liền kề,Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"3,29 tỷ"
"Hẻm 1902/3 Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",7.1 m,3 m,21 m²,63 m²,"- 57,10 triệu/m²",2 phòng,3.0,2 phòng,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Hẻm xe hơi,,Hoàn thiện cơ bản,"1,199 tỷ"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Hẻm 52 Nguyễn Sĩ Sách, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",10 m,5 m,43.5 m²,55 m²,"- 95,40 triệu/m²",1 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Nam,,"4,15 tỷ"
"Đường Nguyễn Thị Búp, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",,,24 m²,,"- 58,33 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Hẻm xe hơi,,,"1,4 tỷ"
"Đường Thống Nhất, Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh",,,56 m²,,"- 92,86 triệu/m²",5 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"5,2 tỷ"
"Đường Phan Xích Long, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh",9.1 m,3.49 m,35 m²,,"- 162,86 triệu/m²",2 phòng,2.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Đông,,"5,7 tỷ"
"85/112, Bình Thành, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",15 m,4 m,60 m²,60 m²,"- 76,67 triệu/m²",1 phòng,,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây,,"4,6 tỷ"
"Nhà Hẻm Xe Ba Gác, Đường Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",9 m,4 m,34 m²,68 m²,"- 102,65 triệu/m²",3 phòng,1.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,Nam,Nội thất đầy đủ,"3,49 tỷ"
"Đường số 27, Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh",,,24 m²,,"- 137,50 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"3,3 tỷ"
"Đường số 7, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",,,119 m²,,"- 79,83 triệu/m²",5 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"9,5 tỷ"
"Đường Phạm Văn Đồng, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",27 m,5.1 m,133.4 m²,382 m²,"- 149,93 triệu/m²",4 phòng,,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,20 tỷ
"Đường Nguyễn Văn Công, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",,,43 m²,,- 100 triệu/m²,2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,3 tỷ"
"Đường Phạm Văn Đồng, Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",,,42 m²,,"- 178,48 triệu/m²",5 phòng,5.0,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Nam,,"7,496 tỷ"
"Đường Nguyễn Văn Công, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",,,43 m²,,- 100 triệu/m²,2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,3 tỷ"
"Đường Phạm Văn Đồng, Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",,,42 m²,,"- 178,48 triệu/m²",5 phòng,5.0,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Nam,,"7,496 tỷ"
"Đường Nguyễn Văn Khạ, Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh",5 m,2 m,10 m²,10 m²,- 12 triệu/m²,2 phòng,,1 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,120 triệu
"Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4 m,56 m²,,"- 88,39 triệu/m²",4 phòng,4.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,"4,95 tỷ"
"Đường số 8, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",20 m,5 m,100 m²,270 m²,- 115 triệu/m²,5 phòng,,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"11,5 tỷ"
"Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",15 m,4 m,55 m²,,"- 143,64 triệu/m²",4 phòng,4.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"7,9 tỷ"
"Hẻm 108/49 Võ Duy Ninh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",,,22 m²,,"- 129,55 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,Bắc,,"2,85 tỷ"
"Đường Lê Hồng Phong, Phường 2, Quận 5, Tp Hồ Chí Minh",,,23 m²,23 m²,"- 134,78 triệu/m²",3 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"3,1 tỷ"
"Đường Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",14 m,4 m,56 m²,56 m²,"- 187,50 triệu/m²",5 phòng,5.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"10,5 tỷ"
"Đường Mai Thị Lựu, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",,,65 m²,,"- 250,77 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"16,3 tỷ"
"hẻm 160, Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",9 m,14 m,126 m²,200 m²,"- 41,67 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Đông,,"5,25 tỷ"
"Dạ Nam, Phường 2, Quận 8, Tp Hồ Chí Minh",75 m,3.1 m,21.5 m²,45.8 m²,"- 152,56 triệu/m²",3 phòng,,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"3,28 tỷ"
"Hẻm 53 Mai Hắc Đế, Phường 15, Quận 8, Tp Hồ Chí Minh",,,35 m²,,"- 62,86 triệu/m²",3 phòng,,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"2,2 tỷ"
"Đường Số , Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",20 m,5 m,100 m²,361 m²,- 85 triệu/m²,6 phòng,4.0,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"8,5 tỷ"
"Đường Lý Thái Tổ, Phường 1, Quận 3, Tp Hồ Chí Minh",8 m,4 m,33 m²,66 m²,"- 484,85 triệu/m²",3 phòng,2.0,1 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Tây,,16 tỷ
"thống nhất, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",,,51 m²,,"- 127,45 triệu/m²",3 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"6,5 tỷ"
"Đường Nguyễn Biểu, Phường 2, Quận 5, Tp Hồ Chí Minh",,,25 m²,25 m²,- 102 triệu/m²,4 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"2,55 tỷ"
"235, Đường Gò Xoài, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",23 m,4 m,92 m²,184 m²,"- 108,70 triệu/m²",2 phòng,1.0,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Nhà nở hậu,Đông,,10 tỷ
"nguyễn văn trỗi, Phường 1, Quận Tân Bình, Tp Hồ Chí Minh",18 m,4.8 m,80 m²,400 m²,- 350 triệu/m²,6 phòng,5.0,6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,28 tỷ
"c18, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",20 m,4 m,80 m²,320 m²,"- 137,50 triệu/m²",5 phòng,4.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,11 tỷ
"B6, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",20 m,5.05 m,110 m²,550 m²,"- 232,27 triệu/m²",nhiều hơn 10 phòng,5.0,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất cao cấp,"25,55 tỷ"
"Nguyễn minh hoàng, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",20 m,4.2 m,80 m²,400 m²,"- 223,75 triệu/m²",nhiều hơn 10 phòng,,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,"17,9 tỷ"
"cửu long, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",15 m,10 m,150 m²,300 m²,"- 186,67 triệu/m²",4 phòng,3.0,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,28 tỷ
"cửu long, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",17 m,5.4 m,100 m²,200 m²,- 260 triệu/m²,3 phòng,,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,26 tỷ
"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",,,80 m²,,"- 121,25 triệu/m²",9 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"9,7 tỷ"
"Đường Dạ Nam, Phường 2, Quận 8, Tp Hồ Chí Minh",7 m,3.2 m,22 m²,60 m²,"- 149,09 triệu/m²",3 phòng,3.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà tóp hậu,Đông Nam,,"3,28 tỷ"
"Đường Tôn Đản, Phường 10, Quận 4, Tp Hồ Chí Minh",6.5 m,5 m,32.1 m²,,"- 135,51 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"4,35 tỷ"
"Đường Nguyễn Thị Búp, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",9 m,8.9 m,80.1 m²,80.1 m²,"- 86,14 triệu/m²",10 phòng,4.0,Nhiều hơn 6 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"6,9 tỷ"
"Đường Trần Mai Ninh, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",16 m,3.5 m,56 m²,,"- 164,29 triệu/m²",4 phòng,,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"9,2 tỷ"
"Đường Quốc lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",12 m,6.5 m,66 m²,240 m²,"- 121,21 triệu/m²",4 phòng,4.0,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,8 tỷ
"Đường số 9, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",10 m,5.2 m,52 m²,,"- 121,15 triệu/m²",3 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Tây,Hoàn thiện cơ bản,"6,3 tỷ"
"Đường Nguyễn Bình, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",19.5 m,3.8 m,71 m²,,"- 41,55 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nát",,,"2,95 tỷ"
"Đường Thành Mỹ, Phường 8, Quận Tân Bình, Tp Hồ Chí Minh",17 m,3.8 m,67 m²,180 m²,"- 111,94 triệu/m²",5 phòng,3.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"7,5 tỷ"
"801, Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",,,30 m²,60 m²,"- 51,67 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đang chờ sổ,,,,"1,55 tỷ"
"Đường 147 Phước Long B, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",10 m,5 m,50 m²,,- 102 triệu/m²,3 phòng,3.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Bắc,Nội thất đầy đủ,"5,1 tỷ"
"Số 60, Bông Văn Dĩa, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh",30 m,4 m,120 m²,120 m²,"- 22,33 triệu/m²",5 phòng,1.0,2 phòng,"Nhà mặt phố, mặt tiền",Sổ chung / công chứng vi bằng,"Đất chưa chuyển thổ,Hiện trạng khác",Nam,Hoàn thiện cơ bản,"2,68 tỷ"
"Đường Bùi Xuân Phái, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",20 m,3 m,60 m²,120 m²,"- 71,67 triệu/m²",3 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Hoàn thiện cơ bản,"4,3 tỷ"
"Đường Lê Trực, Phường 7, Quận Bình Thạnh, Tp Hồ Chí Minh",12 m,4 m,48 m²,48 m²,- 55 triệu/m²,4 phòng,,,Nhà phố liền kề,Đã có sổ,,,,"2,64 tỷ"
Tân Thới Nhất 25,18 m,4 m,74 m²,74 m²,"- 105,41 triệu/m²",5 phòng,,6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"7,8 tỷ"
"Đường Hòa Hưng, Phường 13, Quận 10, Tp Hồ Chí Minh",,,26 m²,,"- 138,46 triệu/m²",4 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,,,"3,6 tỷ"
"Đường Nguyễn Kim, Phường 6, Quận 10, Tp Hồ Chí Minh",11 m,6 m,66 m²,66 m²,"- 54,55 triệu/m²",3 phòng,,,Nhà phố liền kề,Đã có sổ,,,,"3,6 tỷ"
"Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",11.5 m,4 m,46 m²,46 m²,"- 152,17 triệu/m²",4 phòng,4.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Đông Nam,Nội thất đầy đủ,7 tỷ
"Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",10 m,4 m,40 m²,,- 105 triệu/m²,2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,2 tỷ"
"Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh",14 m,4 m,57 m²,57 m²,"- 54,74 triệu/m²",3 phòng,,,Nhà phố liền kề,Đã có sổ,,,,"3,12 tỷ"
"Đường Đặng Văn Ngữ, Phường 13, Quận Phú Nhuận, Tp Hồ Chí Minh",16 m,3 m,48 m²,,"- 185,42 triệu/m²",4 phòng,4.0,5 phòng,Nhà phố liền kề,Đã có sổ,Hẻm xe hơi,Đông Bắc,Nội thất cao cấp,"8,9 tỷ"
"Đường Nguyễn Phúc Nguyên, Phường 10, Quận 3, Tp Hồ Chí Minh",11 m,4 m,43 m²,43 m²,"- 65,12 triệu/m²",3 phòng,,,Nhà phố liền kề,Đã có sổ,,,,"2,8 tỷ"
